Date,Open,High,Low,Close,Volume
6/25/2020 16:00:00,1429.9,1442.9,1420,1441.33,1230474
6/26/2020 16:00:00,1431.39,1433.45,1351.99,1359.9,4267698
6/29/2020 16:00:00,1358.18,1395.6,1347.01,1394.97,1810180
6/30/2020 16:00:00,1390.44,1418.65,1383.96,1413.61,2042381
7/1/2020 16:00:00,1411.1,1443,1409.82,1438.04,1775167
7/2/2020 16:00:00,1446.94,1482.95,1446.42,1464.7,1859480
7/6/2020 16:00:00,1480.06,1506.59,1472.86,1495.7,1563997
7/7/2020 16:00:00,1490,1516.8,1483.55,1485.18,1458172
7/8/2020 16:00:00,1494.32,1505.88,1485.63,1496,1249658
7/9/2020 16:00:00,1506.45,1522.72,1488.09,1510.99,1423322
7/10/2020 16:00:00,1506.15,1543.83,1496.54,1541.74,1856704
7/13/2020 16:00:00,1550,1577.13,1505.24,1511.34,1846424
7/14/2020 16:00:00,1490.31,1522.95,1483.5,1520.58,1585016
7/15/2020 16:00:00,1523.13,1535.33,1498,1513.64,1610684
7/16/2020 16:00:00,1500,1518.69,1486.31,1518,1519345
7/17/2020 16:00:00,1521.62,1523.44,1498.42,1515.55,1457010
7/20/2020 16:00:00,1515.26,1570.29,1503.6,1565.72,1557252
7/21/2020 16:00:00,1586.99,1586.99,1554.28,1558.42,1218645
7/22/2020 16:00:00,1560.5,1570,1546.1,1568.49,931985
7/23/2020 16:00:00,1566.97,1571.87,1507.39,1515.68,1627634
7/24/2020 16:00:00,1498.93,1517.64,1488.4,1511.87,1544404
7/27/2020 16:00:00,1515.6,1540.97,1515.21,1530.2,1245980
7/28/2020 16:00:00,1525.18,1526.48,1497.66,1500.34,1702174
7/29/2020 16:00:00,1506.32,1531.25,1501.33,1522.02,1106534
7/30/2020 16:00:00,1497,1537.87,1492.22,1531.45,1671396
7/31/2020 16:00:00,1505.01,1508.95,1454.03,1482.96,3429036
8/3/2020 16:00:00,1486.64,1490.47,1465.64,1474.45,2331514
8/4/2020 16:00:00,1476.57,1485.56,1458.65,1464.97,1903489
8/5/2020 16:00:00,1469.3,1482.41,1463.46,1473.61,1979957
8/6/2020 16:00:00,1471.75,1502.39,1466,1500.1,1995368
8/7/2020 16:00:00,1500,1516.85,1481.64,1494.49,1577826
8/10/2020 16:00:00,1487.18,1504.08,1473.08,1496.1,1289530
8/11/2020 16:00:00,1492.44,1510,1478,1480.32,1454365
8/12/2020 16:00:00,1485.58,1512.39,1485.25,1506.62,1437655
8/13/2020 16:00:00,1510.34,1537.25,1508.01,1518.45,1455208
8/14/2020 16:00:00,1515.66,1521.9,1502.88,1507.73,1355200
8/17/2020 16:00:00,1514.67,1525.61,1507.97,1517.98,1378600
8/18/2020 16:00:00,1526.18,1562.47,1523.71,1558.6,2027086
8/19/2020 16:00:00,1553.31,1573.68,1543.95,1547.53,1660611
8/20/2020 16:00:00,1543.45,1585.87,1538.2,1581.75,1706877
8/21/2020 16:00:00,1577.03,1597.72,1568.01,1580.42,1446453
8/24/2020 16:00:00,1593.98,1614.17,1580.57,1588.2,1410229
8/25/2020 16:00:00,1582.07,1611.62,1582.07,1608.22,2132084
8/26/2020 16:00:00,1608,1659.22,1603.6,1652.38,3581072
8/27/2020 16:00:00,1653.68,1655,1625.75,1634.33,1861602
8/28/2020 16:00:00,1633.49,1647.17,1630.75,1644.41,1499782
8/31/2020 16:00:00,1647.89,1647.97,1630.31,1634.18,1823406
9/1/2020 16:00:00,1636.63,1665.73,1632.22,1660.71,1826655
9/2/2020 16:00:00,1673.78,1733.18,1666.33,1728.28,2511180
9/3/2020 16:00:00,1709.71,1709.71,1615.06,1641.84,3107763
9/4/2020 16:00:00,1624.26,1645.11,1547.61,1591.04,2608568
9/8/2020 16:00:00,1533.51,1563.87,1528.01,1532.39,2610884
9/9/2020 16:00:00,1557.53,1569,1536.05,1556.96,1774704
9/10/2020 16:00:00,1560.64,1584.08,1525.81,1532.02,1618557
9/11/2020 16:00:00,1536,1575.2,1497.36,1520.72,1597087
9/14/2020 16:00:00,1539.01,1564,1515.74,1519.28,1696589
9/15/2020 16:00:00,1536,1559.57,1531.84,1541.44,1331082
9/16/2020 16:00:00,1555.54,1562,1519.82,1520.9,1312299
9/17/2020 16:00:00,1496,1508.3,1470,1495.53,1879751
9/18/2020 16:00:00,1498.01,1503,1437.13,1459.99,3103882
9/21/2020 16:00:00,1440.06,1448.36,1406.55,1431.16,2888827
9/22/2020 16:00:00,1450.09,1469.52,1434.53,1465.46,1583201
9/23/2020 16:00:00,1458.78,1460.96,1407.7,1415.21,1657350
9/24/2020 16:00:00,1411.03,1443.71,1409.85,1428.29,1450216
9/25/2020 16:00:00,1432.63,1450,1413.34,1444.96,1323375
9/28/2020 16:00:00,1474.21,1476.8,1449.3,1464.52,2007941
9/29/2020 16:00:00,1470.39,1476.66,1458.81,1469.33,979102
9/30/2020 16:00:00,1466.8,1489.75,1459.88,1469.6,1701608
10/1/2020 16:00:00,1484.27,1499.04,1479.21,1490.09,1779497
10/2/2020 16:00:00,1462.03,1483.2,1450.92,1458.42,1284071
10/5/2020 16:00:00,1466.21,1488.21,1464.27,1486.02,1113257
10/6/2020 16:00:00,1475.58,1486.76,1448.59,1453.44,1245423
10/7/2020 16:00:00,1464.29,1468.96,1436,1460.29,1746156
10/8/2020 16:00:00,1465.09,1490,1465.09,1485.93,1187831
10/9/2020 16:00:00,1494.7,1516.52,1489.45,1515.22,1435542
10/12/2020 16:00:00,1543,1593.86,1532.57,1569.15,2482560
10/13/2020 16:00:00,1583.73,1590,1563.2,1571.68,1601043
10/14/2020 16:00:00,1578.59,1587.68,1550.53,1568.08,1930990
10/15/2020 16:00:00,1547.15,1575.11,1545.03,1559.13,1540817
10/16/2020 16:00:00,1565.85,1581.13,1563,1573.01,1435137
10/19/2020 16:00:00,1580.46,1588.15,1528,1534.61,1607075
10/20/2020 16:00:00,1527.05,1577.5,1525.67,1555.93,2242572
10/21/2020 16:00:00,1573.33,1618.73,1571.63,1593.31,2568345
10/22/2020 16:00:00,1593.05,1621.99,1585,1615.33,1434042
10/23/2020 16:00:00,1626.07,1642.36,1620.51,1641,1375844
10/26/2020 16:00:00,1625.01,1638.24,1576.5,1590.45,1853254
10/27/2020 16:00:00,1595.67,1606.85,1582.78,1604.26,1229002
10/28/2020 16:00:00,1559.74,1561.35,1514.62,1516.62,1833959
10/29/2020 16:00:00,1522.36,1593.71,1522.24,1567.24,2003064
10/30/2020 16:00:00,1672.11,1687,1604.46,1621.01,4330862
11/2/2020 16:00:00,1628.16,1660.77,1616.03,1626.03,2535446
11/3/2020 16:00:00,1631.78,1661.7,1616.62,1650.21,1661653
11/4/2020 16:00:00,1710.28,1771.37,1706.03,1749.13,3570927
11/5/2020 16:00:00,1781,1793.64,1750.51,1763.37,2065812
11/6/2020 16:00:00,1753.95,1772.43,1740.35,1761.75,1661225
